diameter,weight,hexcode,fruit
8.25,149.25,#944202,orange
9.14,159.9,#963F11,grapefruit
10.66,184.25,#8D4625,grapefruit
10.99,189.38,#885910,orange
11.25,194.36,#8E4612,grapefruit
8.8,157.39,#9C6902,orange
7.9,144.05,#944E02,orange
9.6,169.99,#914F02,orange
10.9,188.03,#B14B11,orange
13.12,222.62,#884A16,grapefruit
11.88,203.98,#88450E,grapefruit
11.76,202.34,#914424,grapefruit
13.31,225.69,#835604,grapefruit
11.85,203.45,#8B4614,grapefruit
10.66,184.54,#B35509,orange
12.62,215.22,#9C451B,grapefruit
11.42,196.92,#954B05,grapefruit
7.16,133.55,#955D02,orange
12.46,212.14,#874502,grapefruit
9.52,168.93,#994C02,orange
6.4,121.86,#A15902,orange
12.22,212.77,#8F5302,orange
10.12,177.37,#914B0D,orange
8.69,155.73,#AF5405,orange
9.82,173.52,#995D02,orange
11.96,205.11,#955302,grapefruit
10.6,183.57,#A36202,orange
13.91,235.89,#953F1D,grapefruit
8.56,153.69,#9F4C02,orange
8.93,159.69,#A45A11,orange
7.72,140.97,#A04C02,orange
7.66,140.24,#A45002,orange
12.34,210.55,#A2490B,grapefruit
10.7,184.84,#975209,orange
9.13,159.54,#904112,grapefruit
10.75,185.61,#9C460D,grapefruit
11.07,191.3,#984A19,grapefruit
7.96,144.86,#985E1C,orange
8.81,157.7,#984102,orange
11.25,192.23,#9F4B0D,orange
11.99,205.44,#8E5D0D,grapefruit
6.8,127.55,#966602,orange
8.0,145.57,#9C5A02,orange
7.73,141.14,#AD6302,orange
9.14,162.94,#8D4716,orange
14.25,240.74,#9F3E05,grapefruit
9.66,171.14,#9E5402,orange
12.3,209.87,#A65302,grapefruit
9.0,160.6,#9A6011,orange
11.27,194.77,#A54E18,grapefruit
8.37,150.94,#924B07,orange
12.56,213.92,#8F4602,grapefruit
10.67,184.47,#AF4318,grapefruit
7.24,134.54,#7F4A0B,orange
11.68,200.9,#953808,grapefruit
11.2,193.45,#94510E,grapefruit
9.72,170.26,#994902,grapefruit
10.67,184.46,#8C2806,grapefruit
7.96,144.92,#9A5504,orange
10.81,187.11,#8F4B06,grapefruit
6.82,128.08,#A05702,orange
12.01,205.7,#974C02,grapefruit
10.94,189.3,#904315,grapefruit
9.88,172.59,#984817,grapefruit
9.1,162.23,#935808,orange
9.79,173.25,#A14F02,orange
7.88,143.8,#A15C0E,orange
6.66,125.81,#9F4C08,orange
10.46,182.17,#9F3E02,orange
10.89,188.32,#924C1E,grapefruit
9.96,173.95,#974802,grapefruit
7.96,144.85,#90550C,orange
9.89,172.7,#914D05,grapefruit
9.64,170.65,#9C5002,orange
11.0,190.21,#8F4F17,grapefruit
7.5,138.09,#9E5002,orange
9.99,176.01,#AC5102,orange
9.18,163.57,#A84E02,orange
11.75,202.16,#A93313,grapefruit
7.6,139.4,#A95210,orange
12.94,219.74,#933611,grapefruit
11.13,192.28,#A04610,grapefruit
12.92,219.61,#A8511F,grapefruit
9.27,164.83,#9C5402,orange
9.47,168.02,#9A5907,orange
7.66,140.27,#9A4906,orange
13.08,221.9,#8F4511,grapefruit
10.9,187.69,#9B5805,orange
12.05,206.34,#A23A15,grapefruit
11.0,190.11,#935110,grapefruit
11.08,191.45,#A14510,grapefruit
9.5,165.74,#99430A,grapefruit
9.62,170.37,#944402,orange
10.27,179.36,#924A02,orange
11.85,203.57,#A74C15,grapefruit
12.84,218.37,#9A5409,grapefruit
11.42,195.28,#A35404,orange
7.02,131.81,#A35102,orange
9.74,170.5,#9C4C16,grapefruit
10.02,176.35,#964B02,orange
14.85,249.05,#9B3B09,grapefruit
13.05,221.32,#9D441C,grapefruit
10.84,186.8,#A76002,orange
11.31,195.54,#97501C,grapefruit
8.13,147.64,#8D5702,orange
9.57,169.66,#974E1C,orange
5.22,105.47,#A14B0A,orange
5.6,111.1,#AB4802,orange
7.79,142.17,#A15103,orange
11.25,194.43,#9C5409,grapefruit
13.42,227.58,#964A15,grapefruit
8.62,154.56,#A64903,orange
6.29,120.78,#9C5205,orange
8.2,148.52,#AB4F02,orange
7.86,143.49,#9F4A12,orange
10.81,187.01,#A84F1A,grapefruit
12.46,212.12,#A04619,grapefruit
11.01,190.45,#854015,grapefruit
8.66,155.25,#914902,orange
10.65,184.43,#A75307,orange
7.06,132.34,#815006,orange
8.88,158.72,#945408,orange
11.86,203.72,#93510A,grapefruit
14.06,238.21,#A53D12,grapefruit
9.46,167.86,#A65C02,orange
7.8,142.33,#9F570F,orange
11.33,195.67,#8A4810,grapefruit
10.85,187.79,#9B4F12,grapefruit
8.2,148.54,#AD5202,orange
7.28,135.02,#934902,orange
7.76,141.64,#9C5704,orange
10.39,180.09,#91480B,grapefruit
7.78,142.01,#AB5607,orange
9.9,174.82,#A55B04,orange
11.55,198.98,#A74102,grapefruit
10.38,179.93,#A04704,grapefruit
11.81,203.04,#9E451B,grapefruit
6.91,130.02,#9C6518,orange
11.25,194.53,#943711,grapefruit
8.54,153.38,#9B4C02,orange
8.7,155.84,#954619,orange
10.27,179.23,#B44602,orange
11.62,198.67,#905B18,orange
7.16,133.54,#915102,orange
8.25,149.25,#A3460C,orange
12.47,212.42,#A34D0D,grapefruit
8.97,155.84,#924B07,grapefruit
8.33,150.09,#9B5007,orange
7.12,133.12,#8B5F02,orange
5.47,108.69,#A25A02,orange
10.19,177.33,#9C4202,grapefruit
11.1,191.86,#994F11,grapefruit
10.16,176.69,#9B400B,grapefruit
7.48,137.95,#A75E0B,orange
9.31,165.61,#86450A,orange
9.3,165.48,#974810,orange
11.57,199.27,#993D0B,grapefruit
7.9,144.19,#9F5002,orange
12.22,208.7,#974019,grapefruit
9.11,159.05,#A24717,grapefruit
7.68,140.54,#9A4309,orange
7.2,134.07,#994C0B,orange
7.44,137.24,#A35402,orange
11.11,192.03,#8A4B1D,grapefruit
10.21,177.63,#944514,grapefruit
12.82,218.11,#99500E,grapefruit
9.93,175.17,#A33E09,orange
5.3,106.9,#A25D02,orange
10.69,184.77,#A04705,grapefruit
11.56,199.18,#953A0F,grapefruit
12.05,206.31,#994E17,grapefruit
12.31,209.98,#AD4805,grapefruit
8.62,154.57,#954C06,orange
10.98,189.92,#A33602,grapefruit
7.03,131.97,#A05002,orange
7.98,145.28,#97651F,orange
12.09,206.94,#834323,grapefruit
11.21,193.62,#AB5009,grapefruit
12.4,211.19,#8D450A,grapefruit
9.98,175.81,#9A5102,orange
11.05,190.89,#9F4508,grapefruit
12.8,217.8,#954C1B,grapefruit
9.37,166.35,#AA5702,orange
15.35,253.89,#954D14,grapefruit
10.86,187.96,#8D440D,grapefruit
12.16,207.88,#94370B,grapefruit
7.71,140.96,#8A4D0E,orange
13.13,222.63,#954112,grapefruit
8.5,152.9,#AA6208,orange
12.95,219.93,#95461E,grapefruit
8.85,158.29,#8C4E04,orange
10.27,179.27,#A74D02,orange
9.99,176.06,#9A560F,orange
10.54,182.86,#AA510E,orange
11.8,202.94,#995102,grapefruit
12.25,209.3,#A44105,grapefruit
11.06,191.16,#8C4A16,grapefruit
12.19,208.23,#9E400F,grapefruit
7.52,138.54,#A95516,orange
8.42,151.79,#A55302,orange
6.59,124.72,#954A0B,orange
9.33,165.85,#A34D02,orange
9.97,174.05,#9C570F,grapefruit
8.81,157.67,#935105,orange
8.39,151.17,#8F500D,orange
8.73,156.45,#A54802,orange
11.3,195.14,#9C4803,grapefruit
9.2,160.87,#9D3F15,grapefruit
12.53,213.44,#913A09,grapefruit
9.14,162.92,#964902,orange
10.22,177.76,#994006,grapefruit
9.7,169.65,#823719,grapefruit
9.35,165.99,#9B4D07,orange
8.84,158.2,#A86502,orange
10.77,186.28,#8E5011,grapefruit
10.1,177.25,#9F5B08,orange
9.56,169.63,#975803,orange
11.38,196.56,#923F26,grapefruit
8.78,157.17,#93510E,orange
12.31,210.0,#8C410B,grapefruit
10.62,183.55,#9A6710,grapefruit
9.03,161.06,#A04E1A,orange
8.9,159.09,#A84B0D,orange
7.72,141.08,#A25206,orange
9.88,174.25,#994B03,orange
8.1,147.1,#9B5014,orange
12.4,211.27,#98480E,grapefruit
8.44,152.13,#A44E04,orange
11.53,198.62,#924114,grapefruit
7.95,144.78,#9E580D,orange
9.88,174.21,#8D5A0A,orange
7.86,143.3,#936802,orange
11.15,192.62,#9B4416,grapefruit
10.23,177.84,#99440F,grapefruit
10.76,185.82,#974A02,grapefruit
11.24,194.17,#92441E,grapefruit
10.4,181.35,#A65A07,orange
11.6,198.64,#A8610A,orange
7.68,140.56,#914D0A,orange
7.86,143.36,#985902,orange
6.69,126.18,#9F3E06,orange
8.45,152.34,#A64F02,orange
9.58,167.38,#9D5504,grapefruit
8.78,157.26,#984B03,orange
9.35,163.47,#945011,grapefruit
13.28,225.02,#884B1F,grapefruit
8.09,146.91,#9C4A02,orange
9.6,167.53,#A34D02,grapefruit
8.05,146.2,#956002,orange
11.11,191.97,#994912,grapefruit
13.0,220.96,#90490F,grapefruit
9.66,171.12,#935002,orange
6.63,125.25,#995A02,orange
6.73,126.8,#A24A02,orange
10.77,186.3,#A3411B,grapefruit
11.13,192.39,#A44208,grapefruit
9.66,171.06,#964A02,orange
10.86,187.85,#923A1D,grapefruit
10.92,188.85,#9D3C19,grapefruit
10.77,186.24,#954806,grapefruit
10.41,180.19,#8B400B,grapefruit
8.96,160.27,#954F0A,orange
10.87,188.07,#984A12,grapefruit
6.71,126.65,#AA5702,orange
7.73,141.13,#A25502,orange
8.81,157.73,#AA4308,orange
9.14,162.99,#A75D02,orange
11.56,199.13,#A23E0A,grapefruit
11.19,193.29,#8C5402,grapefruit
12.2,208.31,#924614,grapefruit
7.26,134.71,#9F5C03,orange
11.28,194.82,#9B3D15,grapefruit
11.01,190.37,#9E3C02,grapefruit
8.2,148.57,#954C12,orange
7.92,144.45,#9F4F02,orange
8.6,154.2,#904002,orange
8.23,148.91,#AB5A0B,orange
12.08,206.84,#915E08,grapefruit
8.6,154.18,#A84E02,orange
11.31,195.3,#98401B,grapefruit
10.41,181.48,#9E5D06,orange
12.15,207.83,#934D02,grapefruit
9.09,162.17,#A05C0B,orange
9.17,163.48,#A5600B,orange
10.94,189.25,#A14E02,grapefruit
13.2,223.8,#8E510B,grapefruit
8.63,154.68,#9D6202,orange
8.4,151.4,#965607,orange
9.88,174.27,#925005,orange
10.48,181.63,#7F4B0D,grapefruit
10.01,174.52,#9A400E,grapefruit
11.18,192.99,#954402,grapefruit
11.7,201.27,#A95803,grapefruit
7.1,132.86,#954D02,orange
10.1,175.69,#A1350A,grapefruit
11.01,190.31,#844419,grapefruit
11.2,193.54,#9F2F12,grapefruit
9.26,161.65,#954E13,grapefruit
10.47,181.45,#A15227,grapefruit
11.33,193.16,#945902,orange
12.55,213.74,#9A4E20,grapefruit
11.84,203.4,#A13B0D,grapefruit
7.09,132.77,#A8390C,orange
10.14,177.65,#9D5C03,orange
10.79,186.67,#984602,grapefruit
9.11,162.5,#934E02,orange
9.93,173.18,#923F08,grapefruit
10.26,178.23,#943D13,grapefruit
8.35,150.53,#A06002,orange
11.85,203.55,#9B5712,grapefruit
11.35,196.08,#8B4E13,grapefruit
10.29,178.59,#B1540C,grapefruit
7.18,133.77,#A34B02,orange
8.51,153.08,#A75902,orange
11.56,199.09,#A14905,grapefruit
10.24,178.0,#994404,grapefruit
10.1,177.2,#8E5902,orange
9.95,173.64,#8D490E,grapefruit
10.92,188.85,#9C400D,grapefruit
8.79,157.27,#975E0B,orange
13.0,220.98,#A43F12,grapefruit
5.65,111.59,#8A4E0E,orange
13.27,224.79,#923602,grapefruit
13.41,227.53,#954819,grapefruit
9.73,172.28,#945202,orange
11.28,194.82,#8A4B14,grapefruit
9.79,173.25,#9E5102,orange
10.16,176.79,#9D4802,grapefruit
9.03,161.19,#895205,orange
8.94,159.85,#A04606,orange
9.27,164.82,#9D5402,orange
13.32,225.86,#984315,grapefruit
8.57,153.77,#A44B03,orange
10.86,187.89,#9D480D,grapefruit
11.14,192.43,#8F5906,grapefruit
10.05,176.58,#9F4202,orange
7.83,142.88,#954609,orange
8.93,155.54,#9A420F,grapefruit
13.63,231.1,#934306,grapefruit
12.21,208.52,#944B02,grapefruit
9.8,173.31,#945002,orange
9.02,161.01,#A85304,orange
10.73,185.38,#945D11,grapefruit
9.32,162.56,#9F451C,grapefruit
11.29,195.04,#AB4307,grapefruit
8.31,149.84,#9E530C,orange
6.32,121.18,#A66003,orange
7.02,131.89,#935602,orange
10.28,179.55,#A35B1B,orange
12.41,211.48,#984809,grapefruit
12.45,212.02,#924513,grapefruit
11.91,204.31,#985203,grapefruit
8.79,157.32,#A45002,orange
10.74,185.42,#98350E,grapefruit
9.83,171.74,#9D5512,grapefruit
10.18,176.98,#A14705,grapefruit
8.49,152.79,#995B02,orange
9.07,161.81,#9C4D08,orange
10.62,183.89,#9D4F0D,orange
8.82,157.81,#9F540F,orange
11.71,201.44,#9E330C,grapefruit
11.75,202.17,#972C0F,grapefruit
10.46,181.24,#A54D15,grapefruit
11.77,202.51,#883C13,grapefruit
11.16,192.75,#925121,grapefruit
11.43,197.11,#8D4414,grapefruit
12.97,220.41,#864109,grapefruit
10.35,179.47,#8B5303,grapefruit
11.82,203.18,#9E3D0B,grapefruit
12.03,206.06,#87351C,grapefruit
11.45,197.52,#913A0B,grapefruit
9.36,166.14,#A15421,orange
4.97,104.01,#A84F16,orange
11.51,198.53,#A1481A,grapefruit
12.9,219.28,#955016,grapefruit
8.53,153.34,#A24F03,orange
11.37,194.64,#8E5603,orange
12.51,213.3,#AD5707,grapefruit
8.78,157.26,#AF3910,orange
9.97,174.05,#A4570D,grapefruit
8.5,152.97,#8E4D02,orange
7.8,142.28,#975302,orange
10.18,178.46,#A3530E,orange
11.39,196.63,#87491B,grapefruit
12.31,210.0,#854311,grapefruit
11.24,194.31,#AE3C10,grapefruit
10.3,179.79,#9F5902,orange
10.88,187.47,#A85306,orange
10.84,187.71,#A03A07,grapefruit
8.58,153.82,#A25608,orange
6.82,128.0,#91480A,orange
9.57,169.65,#A05402,orange
8.3,149.79,#8F5A02,orange
9.62,167.82,#973617,grapefruit
11.89,204.02,#A44810,grapefruit
11.56,199.15,#895102,grapefruit
6.83,128.24,#A05702,orange
10.34,179.18,#934A07,grapefruit
8.95,160.19,#A16006,orange
12.04,206.19,#AA340D,grapefruit
9.29,165.22,#A14706,orange
7.54,138.72,#9E3B0B,orange
9.39,166.81,#9A4C02,orange
10.17,176.81,#8A4519,grapefruit
11.64,200.26,#874725,grapefruit
8.94,160.02,#A64C18,orange
11.44,197.28,#9B4D1A,grapefruit
11.7,201.43,#954308,grapefruit
9.25,164.64,#9C4B02,orange
7.45,137.35,#A4490B,orange
10.45,181.16,#944F1C,grapefruit
8.0,145.63,#965802,orange
8.45,152.3,#8A5B02,orange
9.03,161.16,#9F510B,orange
8.69,150.75,#933A0A,grapefruit
10.61,183.71,#9D4902,orange
9.33,163.07,#923907,grapefruit
8.15,147.87,#AD4907,orange
12.92,219.55,#A24D02,grapefruit
10.81,187.05,#83480C,grapefruit
9.1,162.38,#985602,orange
8.57,153.72,#9C5102,orange
8.77,156.93,#A45003,orange
6.92,130.26,#9B3D02,orange
12.71,216.43,#9A3312,grapefruit
7.46,137.6,#924511,orange
9.05,161.5,#965702,orange
9.6,167.59,#A34908,grapefruit
8.78,157.25,#A9520A,orange
10.64,183.94,#924511,grapefruit
9.99,174.3,#A54016,grapefruit
9.44,167.61,#A45502,orange
10.77,186.35,#964C02,grapefruit
13.15,223.07,#984A1A,grapefruit
7.71,140.92,#9B5505,orange
9.74,172.3,#9B4702,orange
12.51,213.3,#9E561D,grapefruit
9.66,168.8,#A23E02,grapefruit
8.39,151.23,#9B5406,orange
9.59,169.89,#9C5507,orange
11.49,198.05,#9E4D1C,grapefruit
7.45,137.38,#96580C,orange
10.3,178.75,#AC3C02,grapefruit
13.66,231.3,#8F4F0B,grapefruit
10.15,176.56,#8B3A12,grapefruit
12.43,211.71,#AA3F02,grapefruit
10.39,180.03,#A1360E,grapefruit
10.21,177.62,#8D4C1C,grapefruit
9.11,158.8,#904714,grapefruit
10.35,179.55,#884E1A,grapefruit
12.43,211.71,#AB5113,grapefruit
11.73,201.78,#743F02,grapefruit
10.9,188.66,#7E4017,grapefruit
10.35,179.59,#964402,grapefruit
13.12,222.52,#98490D,grapefruit
12.22,208.55,#A54516,grapefruit
14.13,239.5,#953902,grapefruit
10.35,180.52,#9B5802,orange
9.94,173.43,#9F5020,grapefruit
11.51,198.46,#A34A08,grapefruit
6.78,127.46,#996F0A,orange
10.71,185.06,#A13C13,grapefruit
9.88,172.54,#98450F,grapefruit
10.61,183.71,#A95605,orange
11.2,193.42,#99570C,grapefruit
11.54,198.84,#A03E02,grapefruit
12.58,214.26,#904E02,grapefruit
10.83,187.36,#873F02,grapefruit
10.06,176.67,#A0620F,orange
12.53,213.5,#99430C,grapefruit
11.68,200.91,#965602,grapefruit
8.19,148.39,#A75102,orange
12.15,207.72,#984602,grapefruit
9.92,175.0,#A15D03,orange
7.31,135.35,#A54A02,orange
10.06,176.66,#955713,orange
11.41,194.96,#994902,orange
9.0,160.7,#965710,orange
8.01,145.76,#876703,orange
11.84,203.43,#9D5002,grapefruit
12.75,217.1,#AA4D07,grapefruit
12.42,211.56,#91451A,grapefruit
8.34,150.36,#9F490E,orange
11.18,193.06,#953308,grapefruit
11.48,197.98,#A64508,grapefruit
8.27,149.43,#8B5411,orange
7.92,144.47,#A84807,orange
7.08,132.68,#9B5302,orange
8.42,151.88,#AC4E04,orange
11.26,194.56,#994815,grapefruit
12.37,210.88,#A14019,grapefruit
8.86,158.49,#A25302,orange
7.31,135.41,#954F0C,orange
12.85,218.54,#8E4712,grapefruit
9.7,169.72,#A73D1A,grapefruit
11.92,204.69,#974D02,grapefruit
6.99,131.2,#995E02,orange
10.89,188.42,#924702,grapefruit
11.24,194.31,#9C4B13,grapefruit
11.38,196.6,#985F19,grapefruit
12.36,210.75,#92541F,grapefruit
8.1,147.16,#AB5B07,orange
12.09,206.96,#8D3408,grapefruit
8.07,146.71,#9C5F02,orange
8.17,148.14,#915B06,orange
12.5,213.15,#9D4411,grapefruit
10.38,179.93,#99390C,grapefruit
7.74,141.21,#984E04,orange
7.89,143.96,#AA5202,orange
12.68,215.91,#935915,grapefruit
10.66,184.34,#98530E,grapefruit
8.04,146.11,#9C5107,orange
13.15,222.99,#9E4015,grapefruit
12.06,206.48,#A64719,grapefruit
8.28,149.53,#A75902,orange
8.7,155.94,#8C4911,orange
8.38,151.11,#954802,orange
8.94,160.03,#925A16,orange
10.74,185.46,#903D1E,grapefruit
10.52,182.09,#904108,grapefruit
9.12,162.68,#A05502,orange
8.79,152.53,#964818,grapefruit
8.93,159.66,#934402,orange
9.46,165.24,#925622,grapefruit
11.44,197.22,#AC4202,grapefruit
12.15,207.76,#A45507,grapefruit
11.34,195.93,#A24D02,grapefruit
7.07,132.43,#A33E0C,orange
9.2,163.8,#AD600B,orange
10.03,176.51,#915B02,orange
10.73,185.33,#A04613,grapefruit
9.1,162.22,#A5530C,orange
8.99,160.5,#8F510C,orange
7.32,135.72,#855902,orange
11.31,195.42,#915D0A,grapefruit
13.75,232.78,#983C16,grapefruit
9.07,157.75,#975204,grapefruit
11.31,195.28,#A43F04,grapefruit
9.28,165.07,#985A0F,orange
11.53,198.6,#974710,grapefruit
9.66,168.9,#9D4605,grapefruit
9.97,175.69,#A25A02,orange
8.09,147.02,#A15A06,orange
9.72,169.85,#96430A,grapefruit
11.14,192.49,#924427,grapefruit
12.33,210.24,#914421,grapefruit
9.73,172.24,#A54402,orange
8.21,148.75,#A95302,orange
11.48,197.89,#854513,grapefruit
11.96,205.19,#94510C,grapefruit
12.49,213.08,#834F02,grapefruit
9.66,171.16,#985602,orange
9.96,175.53,#985202,orange
7.84,143.06,#9B5202,orange
8.86,158.47,#9C4D06,orange
13.11,222.4,#94320A,grapefruit
9.39,166.75,#995203,orange
8.72,156.2,#B16311,orange
12.23,209.06,#A46506,grapefruit
9.27,164.87,#A65202,orange
11.66,200.52,#955216,grapefruit
9.39,166.88,#A4570C,orange
9.16,163.25,#945808,orange
12.6,214.61,#9A4002,grapefruit
9.13,162.77,#A13D06,orange
12.77,217.29,#8C4220,grapefruit
9.96,175.57,#A75402,orange
8.54,153.36,#9C4502,orange
13.83,234.32,#8C3C1A,grapefruit
5.97,115.85,#955206,orange
10.48,181.58,#A6530E,grapefruit
8.72,156.24,#A55304,orange
11.83,203.33,#A44F17,grapefruit
7.32,135.56,#A95C03,orange
13.58,230.3,#984913,grapefruit
9.93,175.11,#A15D02,orange
9.14,162.97,#9E4802,orange
9.52,165.97,#9C3D17,grapefruit
6.62,125.11,#9E5A0E,orange
12.13,207.42,#9B4504,grapefruit
13.5,228.72,#88451D,grapefruit
13.1,222.35,#92330E,grapefruit
10.08,175.53,#915012,grapefruit
12.52,213.44,#974519,grapefruit
6.46,122.68,#985502,orange
7.92,144.45,#A44F0F,orange
9.17,163.44,#A95005,orange
9.07,161.83,#A2420B,orange
11.53,198.63,#AB640F,grapefruit
13.16,223.48,#952F13,grapefruit
11.58,199.34,#984505,grapefruit
9.23,164.26,#A65019,orange
9.66,171.05,#99490B,orange
10.56,182.57,#934A14,grapefruit
8.93,159.79,#A35103,orange
9.77,172.89,#AB5807,orange
11.73,201.8,#9C3916,grapefruit
10.7,185.01,#974915,grapefruit
9.39,164.24,#8A610E,grapefruit
10.91,188.7,#993F15,grapefruit
12.25,209.27,#AD3F07,grapefruit
7.32,135.55,#8F4F02,orange
9.09,162.08,#A04C02,orange
9.05,161.42,#A55202,orange
9.54,166.59,#A34218,grapefruit
8.5,152.92,#935C02,orange
12.11,207.16,#8D4508,grapefruit
12.39,211.12,#923807,grapefruit
10.83,187.56,#884706,grapefruit
7.49,138.06,#A35606,orange
7.8,142.37,#B15E02,orange
8.52,153.15,#AD4302,orange
7.85,143.14,#944718,orange
9.17,163.45,#8D520A,orange
7.85,143.15,#A84707,orange
12.29,209.63,#984B0F,grapefruit
10.87,188.03,#9D4B0A,grapefruit
11.87,203.81,#8C3F07,grapefruit
8.05,146.18,#A26302,orange
13.36,226.86,#8A391B,grapefruit
12.52,213.43,#A33714,grapefruit
11.2,193.39,#934121,grapefruit
9.79,173.26,#AE4F08,orange
9.05,161.56,#984B0C,orange
4.74,101.66,#A64502,orange
9.27,164.94,#957006,orange
8.55,153.41,#934305,orange
10.3,179.76,#A25602,orange
12.02,205.93,#9B3F0A,grapefruit
7.46,137.7,#966305,orange
9.63,167.98,#9D3D1C,grapefruit
6.2,119.48,#924F02,orange
10.84,187.69,#8D440A,grapefruit
9.93,175.35,#A54F13,orange
9.54,169.25,#974208,orange
9.83,171.76,#984C03,grapefruit
8.71,156.07,#9E5C19,orange
15.59,256.5,#A85214,grapefruit
8.82,157.74,#AE550C,orange
7.11,133.01,#AD390C,orange
10.42,180.41,#9B461A,grapefruit
9.43,167.32,#B13E04,orange
11.78,202.63,#884716,grapefruit
10.49,182.35,#865602,orange
8.54,148.96,#99570B,grapefruit
13.32,225.98,#8C3C06,grapefruit
8.29,149.6,#A44402,orange
9.89,172.73,#9E4B07,grapefruit
12.29,209.75,#923E1B,grapefruit
9.9,172.86,#A14611,grapefruit
7.55,138.84,#9A4402,orange
11.85,203.61,#93560A,grapefruit
11.71,201.52,#8B4109,grapefruit
7.76,141.57,#8E560E,orange
11.41,196.85,#9E570F,grapefruit
8.45,152.24,#944708,orange
13.14,222.94,#92580D,grapefruit
7.19,133.81,#925502,orange
11.05,190.87,#93360E,grapefruit
13.45,227.98,#A4531D,grapefruit
11.12,192.2,#9B5217,grapefruit
13.2,223.9,#A65C08,grapefruit
6.79,127.47,#9C5A03,orange
7.17,133.7,#9A5708,orange
10.05,175.19,#A64C08,grapefruit
11.35,196.09,#AC2F02,grapefruit
7.48,137.96,#9D5602,orange
12.41,211.51,#9B4B15,grapefruit
11.75,202.17,#9B4325,grapefruit
10.83,187.4,#9A4C02,grapefruit
11.51,198.39,#A83E17,grapefruit
12.55,213.8,#874315,grapefruit
7.38,136.13,#994902,orange
8.53,148.35,#AB4806,grapefruit
11.0,190.1,#9E370E,grapefruit
7.1,132.88,#A5570A,orange
11.02,190.6,#95541C,grapefruit
11.74,201.98,#9F3815,grapefruit
10.33,179.07,#8F3C06,grapefruit
6.39,121.72,#A34A02,orange
8.71,156.0,#965A02,orange
7.87,143.55,#925202,orange
10.18,178.51,#A95116,orange
6.95,130.82,#A86711,orange
9.23,164.2,#AB4D02,orange
11.08,191.6,#8C4813,grapefruit
7.28,134.85,#9A6202,orange
9.65,168.71,#A64204,grapefruit
12.59,214.49,#962B0C,grapefruit
12.54,213.54,#924E18,grapefruit
9.7,171.68,#954B0C,orange
12.46,212.18,#A54621,grapefruit
9.02,160.95,#8D5602,orange
7.21,134.12,#935D02,orange
7.98,145.35,#9D420B,orange
12.24,209.08,#96540E,grapefruit
7.56,138.98,#AD560F,orange
12.17,207.98,#944416,grapefruit
8.93,159.71,#925210,orange
7.33,135.81,#AE5115,orange
11.9,204.23,#943C0D,grapefruit
8.35,150.65,#9F5602,orange
10.02,174.67,#8E440C,grapefruit
8.27,149.46,#964B02,orange
8.45,152.31,#994F14,orange
10.44,180.93,#9C4818,grapefruit
9.61,170.12,#8E3E09,orange
9.72,169.95,#894C0A,grapefruit
11.07,191.27,#903C02,grapefruit
12.25,209.31,#9B4B07,grapefruit
9.52,168.71,#A34202,orange
10.17,178.37,#AD4F0D,orange
8.37,150.86,#A25309,orange
8.66,150.01,#994A11,grapefruit
8.63,154.66,#98600F,orange
6.22,119.9,#916308,orange
10.15,176.45,#843D14,grapefruit
11.65,200.31,#9C4605,grapefruit
11.02,190.52,#A24C17,grapefruit
13.13,222.81,#8E4A07,grapefruit
10.95,189.38,#8E3B22,grapefruit
10.79,186.5,#97620C,grapefruit
9.89,174.47,#914E07,orange
8.31,149.87,#A55302,orange
10.36,180.66,#A1580A,orange
8.1,147.16,#9C3F07,orange
8.78,157.14,#904A0A,orange
10.65,184.14,#884C2A,grapefruit
9.78,172.94,#8D4802,orange
13.12,222.59,#954E05,grapefruit
11.32,195.62,#89480C,grapefruit
10.91,188.69,#873C16,grapefruit
7.45,137.45,#AD5702,orange
11.89,204.04,#93451B,grapefruit
8.51,153.01,#995510,orange
8.0,145.6,#955212,orange
12.01,205.75,#9E5305,grapefruit
9.93,175.27,#8F5702,orange
11.29,194.98,#933F20,grapefruit
11.27,194.65,#954D05,grapefruit
7.24,134.48,#9C5402,orange
10.59,183.04,#853E0F,grapefruit
7.31,135.4,#A54D04,orange
12.26,209.41,#A45514,grapefruit
12.59,214.56,#91510B,grapefruit
9.04,161.36,#9E5005,orange
14.91,250.68,#9E490F,grapefruit
7.82,142.61,#8C4802,orange
11.16,191.28,#995202,orange
10.29,179.61,#A75706,orange
9.74,170.57,#A74819,grapefruit
7.16,133.52,#A64D02,orange
9.18,163.54,#B04402,orange
10.68,184.5,#88450F,grapefruit
8.74,156.47,#934F09,orange
8.34,150.37,#AA4E05,orange
8.43,151.98,#B33F08,orange
7.58,139.23,#9E5305,orange
11.08,191.49,#A35622,grapefruit
7.12,133.19,#92540F,orange
9.54,169.2,#A34E08,orange
11.45,197.41,#99491F,grapefruit
